initial_z,Zbase,new_Z,initial_mass
0.00639,0.00639,0.00639,4.1574410889
0.00639,0.00639,0.00639,4.2473453986
0.00639,0.00639,0.00639,4.3391938815
0.00639,0.00639,0.00639,4.4330285799
0.00639,0.00639,0.00639,4.5288924457
0.00639,0.00639,0.00639,4.6268293595
0.00639,0.00639,0.00639,4.7268841507
0.00639,0.00639,0.00639,4.8291026182
0.00639,0.00639,0.00639,4.9335315514
0.00639,0.00639,0.00639,5.0402187514
0.00639,0.00639,0.00639,5.149213053
0.00639,0.00639,0.00639,5.2605643471
0.00639,0.00639,0.00639,5.3743236035
0.00639,0.00639,0.00639,5.4905428941
0.00639,0.00639,0.00639,5.609275417
0.00639,0.00639,0.00639,5.7305755206
0.00639,0.00639,0.00639,5.8544987286
0.00639,0.00639,0.00639,5.9811017654
0.00639,0.00639,0.00639,6.1104425821
0.00639,0.00639,0.00639,6.242580383
0.00639,0.00639,0.00639,6.3775756526
0.00639,0.00639,0.00639,6.5154901834
0.00639,0.00639,0.00639,6.6563871042
0.00639,0.00639,0.00639,6.8003309089
0.00639,0.00639,0.00639,6.9473874862
0.00639,0.00639,0.00639,7.0976241494
0.00639,0.00639,0.00639,7.2511096677
0.00639,0.00639,0.00639,7.4079142972
0.00639,0.00639,0.00639,7.5681098135
0.00639,0.00639,0.00639,7.7317695443
0.00639,0.00639,0.00639,7.8989684027
0.00639,0.00639,0.00639,8.0697829223
0.00639,0.00639,0.00639,8.2442912913
0.00639,0.00639,0.00639,8.422573389
0.00639,0.00639,0.00639,8.6047108218
0.00639,0.00639,0.00639,8.7907869611
0.00639,0.00639,0.00639,8.9808869811
0.00639,0.00639,0.00639,9.1750978979
0.00639,0.00639,0.00639,9.3735086092
0.00639,0.00639,0.00639,9.5762099353
0.00639,0.00639,0.00639,9.7832946602
0.00639,0.00639,0.00639,9.9948575748
0.00639,0.00639,0.00639,10.2109955193
0.00639,0.00639,0.00639,10.4318074286
0.00639,0.00639,0.00639,10.6573943765
0.00639,0.00639,0.00639,10.8878596231
0.00639,0.00639,0.00639,11.1233086609
0.00639,0.00639,0.00639,11.3638492642
0.00639,0.00639,0.00639,11.6095915376
0.00639,0.00639,0.00639,11.8606479667
0.00639,0.00639,0.00639,12.1171334697
0.00639,0.00639,0.00639,12.3791654499
0.00639,0.00639,0.00639,12.6468638494
0.00639,0.00639,0.00639,12.920351204
0.00639,0.00639,0.00639,13.1997526993
0.00639,0.00639,0.00639,13.4851962282
0.00639,0.00639,0.00639,13.7768124492
0.00639,0.00639,0.00639,14.0747348461
0.00639,0.00639,0.00639,14.3790997895
0.00639,0.00639,0.00639,14.6900465989
0.00639,0.00639,0.00639,15.0077176066
0.00639,0.00639,0.00639,15.3322582228
0.00639,0.00639,0.00639,15.6638170022
0.00639,0.00639,0.00639,16.002545712
0.00639,0.00639,0.00639,16.3485994013
0.00639,0.00639,0.00639,16.7021364722
0.00639,0.00639,0.00639,17.0633187522
0.00639,0.00639,0.00639,17.4323115682
0.00639,0.00639,0.00639,17.8092838225
0.00639,0.00639,0.00639,18.1944080697
0.00639,0.00639,0.00639,18.587860596
0.00639,0.00639,0.00639,18.9898214997
0.00639,0.00639,0.00639,19.4004747738
0.00639,0.00639,0.00639,19.8200083899
0.00639,0.00639,0.00639,20.2486143848
0.00639,0.00639,0.00639,20.6864889479
0.00639,0.00639,0.00639,21.1338325111
0.00639,0.00639,0.00639,21.5908498408
0.00639,0.00639,0.00639,22.0577501314
0.00639,0.00639,0.00639,22.534747101
0.00639,0.00639,0.00639,23.0220590895
0.00639,0.00639,0.00639,23.5199091583
0.00639,0.00639,0.00639,24.0285251925
0.00639,0.00639,0.00639,24.5481400051
0.00639,0.00639,0.00639,25.0789914439
0.00639,0.00639,0.00639,25.6213224998
0.00639,0.00639,0.00639,26.1753814187
0.00639,0.00639,0.00639,26.7414218145
0.00639,0.00639,0.00639,27.3197027858
0.00639,0.00639,0.00639,27.9104890338
0.00639,0.00639,0.00639,28.5140509842
0.00639,0.00639,0.00639,29.1306649104
0.00639,0.00639,0.00639,29.7606130603
0.00639,0.00639,0.00639,30.4041837853
0.00639,0.00639,0.00639,31.0616716725
0.00639,0.00639,0.00639,31.7333776793
0.00639,0.00639,0.00639,32.4196092713
0.00639,0.00639,0.00639,33.1206805631
0.00639,0.00639,0.00639,33.836912462
0.00639,0.00639,0.00639,34.5686328147
0.00639,0.00639,0.00639,35.3161765577
0.00639,0.00639,0.00639,36.0798858707
0.00639,0.00639,0.00639,36.8601103325
0.00639,0.00639,0.00639,37.6572070819
0.00639,0.00639,0.00639,38.4715409807
0.00639,0.00639,0.00639,39.3034847807
0.00639,0.00639,0.00639,40.1534192947
0.00639,0.00639,0.00639,41.0217335702
0.00639,0.00639,0.00639,41.908825068
0.00639,0.00639,0.00639,42.8150998439
0.00639,0.00639,0.00639,43.7409727348
0.00639,0.00639,0.00639,44.6868675481
0.00639,0.00639,0.00639,45.6532172563
0.00639,0.00639,0.00639,46.6404641948
0.00639,0.00639,0.00639,47.6490602642
0.00639,0.00639,0.00639,48.6794671378
0.00639,0.00639,0.00639,49.7321564724
0.00639,0.00639,0.00639,50.8076101243
0.00639,0.00639,0.00639,51.9063203699
0.00639,0.00639,0.00639,53.028790131
0.00639,0.00639,0.00639,54.1755332052
0.00639,0.00639,0.00639,55.3470745008
0.00639,0.00639,0.00639,56.5439502773
0.00639,0.00639,0.00639,57.7667083906
0.00639,0.00639,0.00639,59.015908544
0.00639,0.00639,0.00639,60.2921225444
0.00639,0.00639,0.00639,61.595934564
0.00639,0.00639,0.00639,62.9279414076
0.00639,0.00639,0.00639,64.2887527858
0.00639,0.00639,0.00639,65.6789915943
0.00639,0.00639,0.00639,67.0992941987
0.00639,0.00639,0.00639,68.5503107261
0.00639,0.00639,0.00639,70.0327053624
0.00639,0.00639,0.00639,71.5471566566
0.00639,0.00639,0.00639,73.0943578312
0.00639,0.00639,0.00639,74.6750170995
0.00639,0.00639,0.00639,76.28985799
0.00639,0.00639,0.00639,77.9396196773
0.00639,0.00639,0.00639,79.6250573207
0.00639,0.00639,0.00639,81.3469424097
0.00639,0.00639,0.00639,83.1060631173
0.00639,0.00639,0.00639,84.9032246605
0.00639,0.00639,0.00639,86.7392496691
0.00639,0.00639,0.00639,88.6149785624
0.00639,0.00639,0.00639,90.5312699333
0.00639,0.00639,0.00639,92.489000942
0.00639,0.00639,0.00639,94.4890677173
0.00639,0.00639,0.00639,96.5323857663
0.00639,0.00639,0.00639,98.6198903943
0.00639,0.00639,0.00639,100.7525371323
0.00639,0.00639,0.00639,102.9313021744
0.00639,0.00639,0.00639,105.1571828252
0.00639,0.00639,0.00639,107.4311979557
0.00639,0.00639,0.00639,109.7543884699
0.00639,0.00639,0.00639,112.1278177813
0.00639,0.00639,0.00639,114.5525722995
0.00639,0.00639,0.00639,117.0297619279
0.00639,0.00639,0.00639,119.5605205712
0.00639,0.00639,0.00639,122.1460066548
0.00639,0.00639,0.00639,124.787403655
0.00639,0.00639,0.00639,127.4859206405
0.00639,0.00639,0.00639,130.2427928263
0.00639,0.00639,0.00639,133.0592821384
0.00639,0.00639,0.00639,135.9366777923
0.00639,0.00639,0.00639,138.8762968823
0.00639,0.00639,0.00639,141.879484985
0.00639,0.00639,0.00639,144.9476167749
0.00639,0.00639,0.00639,148.0820966537
0.00639,0.00639,0.00639,151.2843593931
