initial_z,Zbase,new_Z,m1,m2,initial_period_in_days
0.00142,0.00142,0.00142,25.4738748031,4.335943275,2.7946993691
0.00142,0.00142,0.00142,83.3512001801,3.6155939351,78.2539623225
0.00142,0.00142,0.00142,49.2552115946,1.2794938978,0.2300620193
0.00142,0.00142,0.00142,13.8359793259,4.889831308,194.0592768955
0.00142,0.00142,0.00142,87.2739945738,31.1467200561,182.2534765148
0.00142,0.00142,0.00142,1.2187006795,2.7891609007,0.9701192581
0.00142,0.00142,0.00142,104.7719690747,5.9617395691,3.8109207055
0.00142,0.00142,0.00142,12.8027303784,1.7799137505,1.6553094169
0.00142,0.00142,0.00142,2.843405848,15.6928708215,118.6202988549
0.00142,0.00142,0.00142,9.9896789472,8.0902896119,24.6831647407
0.00142,0.00142,0.00142,70.7351006339,1.5212718097,0.0289948778
0.00142,0.00142,0.00142,1.0322588637,10.3606708105,736.6297398136
0.00142,0.00142,0.00142,14.3477889971,40.6412644909,259.3529554097
0.00142,0.00142,0.00142,4.9237715297,6.2657315663,0.0211684542
0.00142,0.00142,0.00142,57.7663678173,25.226494429,0.0511651783
0.00142,0.00142,0.00142,0.9328027416,2.5446134445,0.0411094404
0.00142,0.00142,0.00142,1.1919317972,21.8507585816,36.1033468314
0.00142,0.00142,0.00142,0.8897563873,5.6540993098,124.7483179244
0.00142,0.00142,0.00142,0.5331005074,14.3008601866,0.1037335176
0.00142,0.00142,0.00142,0.5439251765,4.6966840242,0.1745003983
0.00142,0.00142,0.00142,2.842492144,13.0462059194,0.7013124519
0.00142,0.00142,0.00142,17.9864055643,10.7933735367,1.8022129494
0.00142,0.00142,0.00142,6.0888415409,7.9951302412,6.8088120218
0.00142,0.00142,0.00142,177.7641455333,1.4492819838,10.534097199
0.00142,0.00142,0.00142,36.958415842,11.6326714495,23.3248397137
0.00142,0.00142,0.00142,1.8404034038,6.4808320373,0.1002857833
0.00142,0.00142,0.00142,112.6296254198,1.3349329401,3.2523246523
0.00142,0.00142,0.00142,1.5753056056,30.3843801321,55.5500846016
0.00142,0.00142,0.00142,29.9070802329,8.3943522043,140.4049688511
0.00142,0.00142,0.00142,130.0199013131,1.2311143776,29.5010306157
0.00142,0.00142,0.00142,0.5072456758,41.1827136866,0.0609728487
0.00142,0.00142,0.00142,15.1563382423,1.2278739565,3.1063039109
0.00142,0.00142,0.00142,11.3588370998,5.4407804364,3.4537576897
0.00142,0.00142,0.00142,5.8419745971,13.4463654444,118.8932128979
0.00142,0.00142,0.00142,52.3615146828,44.1840821233,1.0040569058
0.00142,0.00142,0.00142,114.1110014273,2.2704561006,298.5854231535
0.00142,0.00142,0.00142,0.7291591791,1.7497162412,0.1189593722
0.00142,0.00142,0.00142,6.3924216569,3.0159214052,240.3491681606
