initial_z,Zbase,new_Z,m1,m2,initial_period_in_days
1.42e-05,1.42e-05,1.42e-05,3.0174327466,2.4747328647,0.2344987423
1.42e-05,1.42e-05,1.42e-05,32.4854314077,25.7565329393,248.0900984153
1.42e-05,1.42e-05,1.42e-05,27.1120628937,34.9477104039,1.8716311143
1.42e-05,1.42e-05,1.42e-05,3.2366545791,6.1952939959,1.3365116903
1.42e-05,1.42e-05,1.42e-05,132.629594315,24.6716814025,795.0623088165
1.42e-05,1.42e-05,1.42e-05,0.5404380717,34.0261968351,0.226265788
1.42e-05,1.42e-05,1.42e-05,82.2416759375,40.8421431887,16.6549748689
1.42e-05,1.42e-05,1.42e-05,0.5393016264,45.1917141141,21.75073183
1.42e-05,1.42e-05,1.42e-05,128.2102729902,36.4702882646,0.3756329303
1.42e-05,1.42e-05,1.42e-05,73.3498077862,30.321370559,0.5075800028
1.42e-05,1.42e-05,1.42e-05,42.5038158962,3.9501167488,0.0375915821
1.42e-05,1.42e-05,1.42e-05,39.5272232368,3.1082508968,1031.0314347483
1.42e-05,1.42e-05,1.42e-05,0.5431289726,2.2265973965,1.7509433251
1.42e-05,1.42e-05,1.42e-05,0.831758705,38.1565240697,195.4550954778
1.42e-05,1.42e-05,1.42e-05,2.5971960161,3.5100724361,234.6418754823
1.42e-05,1.42e-05,1.42e-05,0.6789012421,42.6804444386,138.9470518797
1.42e-05,1.42e-05,1.42e-05,3.2348229105,3.6116173276,81.2255350153
1.42e-05,1.42e-05,1.42e-05,47.399274509,10.2081817591,1.4602263993
1.42e-05,1.42e-05,1.42e-05,2.1195222175,30.1808393948,0.0361240505
1.42e-05,1.42e-05,1.42e-05,27.7121861309,37.4126915479,3.4265803255
1.42e-05,1.42e-05,1.42e-05,76.2702648813,24.6340388953,2.359567371
1.42e-05,1.42e-05,1.42e-05,22.8028458215,40.3133351026,191.2401359232
1.42e-05,1.42e-05,1.42e-05,20.0016760971,3.3516199261,36.1980552426
1.42e-05,1.42e-05,1.42e-05,13.0916036544,11.8413350812,1.1270038053
1.42e-05,1.42e-05,1.42e-05,14.2784580682,5.2280512085,0.0431441438
1.42e-05,1.42e-05,1.42e-05,82.4366623498,16.9186612226,1.5081795455
1.42e-05,1.42e-05,1.42e-05,45.8496846871,1.6565651756,3.4453049132
1.42e-05,1.42e-05,1.42e-05,158.1829818088,38.7059309471,32.6414195628
1.42e-05,1.42e-05,1.42e-05,4.8846940639,13.154033162,104.2812107837
1.42e-05,1.42e-05,1.42e-05,0.847717516,38.0994941818,0.0260830396
1.42e-05,1.42e-05,1.42e-05,31.587312286,1.5117776197,0.0357185737
1.42e-05,1.42e-05,1.42e-05,5.8619681704,16.6272401552,0.0359032035
1.42e-05,1.42e-05,1.42e-05,4.2893997222,5.2265449546,1.9777361421
1.42e-05,1.42e-05,1.42e-05,1.5147375827,6.0341065959,579.4294386375
1.42e-05,1.42e-05,1.42e-05,0.6724630068,1.3238548689,87.2332132149
1.42e-05,1.42e-05,1.42e-05,58.9466734129,2.7774660073,211.1384870537
1.42e-05,1.42e-05,1.42e-05,9.1690265397,23.0448998411,893.2695413582
1.42e-05,1.42e-05,1.42e-05,1.5053907636,14.2305768955,1.6955101582
1.42e-05,1.42e-05,1.42e-05,21.0013660369,13.8448764581,2.5567392902
1.42e-05,1.42e-05,1.42e-05,1.7909451956,3.1811091868,0.1947527143
1.42e-05,1.42e-05,1.42e-05,2.0154694684,1.8335128406,0.0792013101
1.42e-05,1.42e-05,1.42e-05,84.1869349288,4.1939605862,1.0282483792
