initial_z,Zbase,new_Z,m1,m2,initial_period_in_days
1.42e-06,1.42e-06,1.42e-06,0.5498967554,1.1163736056,0.0229968272
1.42e-06,1.42e-06,1.42e-06,5.1128834924,2.6447242561,1.8668459911
1.42e-06,1.42e-06,1.42e-06,45.3071492217,7.713331333,27.3632239729
1.42e-06,1.42e-06,1.42e-06,0.9581518835,2.564358578,55.2876128166
1.42e-06,1.42e-06,1.42e-06,0.8243134392,24.0775574463,0.3849216882
1.42e-06,1.42e-06,1.42e-06,4.8865464749,5.8271062881,574.7124439318
1.42e-06,1.42e-06,1.42e-06,5.8978832154,3.1666366319,18.3602243327
1.42e-06,1.42e-06,1.42e-06,0.6811222445,2.7299102696,1.875060333
1.42e-06,1.42e-06,1.42e-06,3.8647458532,39.4009559036,79.0678611328
1.42e-06,1.42e-06,1.42e-06,2.8274119548,1.2455858363,0.196468338
1.42e-06,1.42e-06,1.42e-06,0.6716533949,1.0217013837,20.8685163852
1.42e-06,1.42e-06,1.42e-06,31.0559909165,22.1954892913,1.2821061479
1.42e-06,1.42e-06,1.42e-06,0.5608664876,37.8617262855,449.3859020184
1.42e-06,1.42e-06,1.42e-06,55.7454005451,7.8048196028,513.3190828372
1.42e-06,1.42e-06,1.42e-06,105.4364626818,19.0250790443,62.3864823119
1.42e-06,1.42e-06,1.42e-06,2.8856238677,14.2009905877,0.0966200845
1.42e-06,1.42e-06,1.42e-06,49.0677214149,7.1970120199,0.0260177644
1.42e-06,1.42e-06,1.42e-06,2.7529551268,15.561732002,47.4997473857
1.42e-06,1.42e-06,1.42e-06,11.9267626134,1.3143592241,1.5157918615
1.42e-06,1.42e-06,1.42e-06,91.5077105314,6.9810961163,63.4416238333
1.42e-06,1.42e-06,1.42e-06,2.9999232173,26.3049310985,3.1608584167
1.42e-06,1.42e-06,1.42e-06,1.4892688044,14.0589658514,0.1901829966
1.42e-06,1.42e-06,1.42e-06,17.1555635711,3.1570259374,0.1013377794
1.42e-06,1.42e-06,1.42e-06,0.7929906231,26.8972710519,4.0327651272
1.42e-06,1.42e-06,1.42e-06,17.999761221,6.0152571742,1.3176909919
1.42e-06,1.42e-06,1.42e-06,166.4975225127,2.5982990593,0.2536013615
1.42e-06,1.42e-06,1.42e-06,0.6658940121,3.0262190147,0.1268337869
1.42e-06,1.42e-06,1.42e-06,10.7271169489,1.1351736057,0.0926829639
1.42e-06,1.42e-06,1.42e-06,0.6609205802,7.2004277318,4.2385997584
1.42e-06,1.42e-06,1.42e-06,49.733931509,3.2204233226,80.724009781
1.42e-06,1.42e-06,1.42e-06,22.1603668932,1.2604334758,0.0214575472
1.42e-06,1.42e-06,1.42e-06,17.9199984142,21.2837182562,14.1581949875
1.42e-06,1.42e-06,1.42e-06,0.5304619626,1.3744982438,0.0527149306
1.42e-06,1.42e-06,1.42e-06,44.7430328451,8.9390018927,0.0925765955
1.42e-06,1.42e-06,1.42e-06,4.843878202,7.0320115814,22.1189305686
1.42e-06,1.42e-06,1.42e-06,24.3710832362,1.3805237321,12.5156610068
1.42e-06,1.42e-06,1.42e-06,44.4462726562,11.1435720717,152.0882654296
1.42e-06,1.42e-06,1.42e-06,0.989444342,18.0220658154,0.5117102463
1.42e-06,1.42e-06,1.42e-06,3.4448560825,35.2795349581,0.2772772132
1.42e-06,1.42e-06,1.42e-06,2.672752752,6.3786746152,2.9551623577
1.42e-06,1.42e-06,1.42e-06,29.5137010151,13.6426254621,1024.3760640011
1.42e-06,1.42e-06,1.42e-06,76.9433945666,19.6216217103,1048.4082114054
1.42e-06,1.42e-06,1.42e-06,1.2011633915,10.1331682819,1.693952389
1.42e-06,1.42e-06,1.42e-06,41.2966719183,27.7469762917,0.0471048723
1.42e-06,1.42e-06,1.42e-06,42.24436544,5.7627090143,98.0550751752
1.42e-06,1.42e-06,1.42e-06,6.950122258,5.7271856527,873.5890160145
1.42e-06,1.42e-06,1.42e-06,6.2442119279,3.3413005768,0.0322600929
1.42e-06,1.42e-06,1.42e-06,2.4635587861,3.4550702949,675.8578731725
1.42e-06,1.42e-06,1.42e-06,6.2627844196,21.6513079089,1.4243869574
1.42e-06,1.42e-06,1.42e-06,0.5430953297,3.2060550591,126.0530331469
1.42e-06,1.42e-06,1.42e-06,0.9082877312,12.9776127786,0.3663673463
1.42e-06,1.42e-06,1.42e-06,129.7955215006,13.4489263099,0.0742515209
1.42e-06,1.42e-06,1.42e-06,6.6109832376,2.4500729227,68.8538022756
1.42e-06,1.42e-06,1.42e-06,126.2033500336,34.0314201665,2.2572140244
1.42e-06,1.42e-06,1.42e-06,87.1263975478,37.2375472087,48.9619318227
