initial_z,Zbase,new_Z,m1,m2,initial_period_in_days
0.0142,0.0142,0.0142,89.1756719891,20.3861751133,17.7795622386
0.0142,0.0142,0.0142,91.7647447838,1.0311308365,0.0800820648
0.0142,0.0142,0.0142,59.0590457436,2.9913588765,10.1927071682
0.0142,0.0142,0.0142,3.0173579838,6.5404776141,2.9217811866
0.0142,0.0142,0.0142,1.3859654565,41.0338134973,0.1094980242
0.0142,0.0142,0.0142,52.7481000973,11.0331309825,658.5795820471
0.0142,0.0142,0.0142,8.0151456233,3.5765478178,0.0565283933
0.0142,0.0142,0.0142,1.7269800751,2.1123443531,8.7301696548
0.0142,0.0142,0.0142,6.7326269645,2.7308363696,137.344720496
0.0142,0.0142,0.0142,33.1401767788,25.7406177217,14.1503124837
0.0142,0.0142,0.0142,0.6574797455,17.5756230311,1130.9839032023
0.0142,0.0142,0.0142,44.5352069714,19.1534004431,23.9814556614
0.0142,0.0142,0.0142,14.0675776642,17.8696382482,29.4613624469
0.0142,0.0142,0.0142,8.2309123783,7.9502195758,0.1363659103
0.0142,0.0142,0.0142,4.3990260886,8.4937619294,0.0561713912
0.0142,0.0142,0.0142,5.4212332851,1.405654412,209.8992472293
0.0142,0.0142,0.0142,152.3852748159,38.1721877784,0.0336830023
0.0142,0.0142,0.0142,5.0894589434,9.8517150839,2.057111247
0.0142,0.0142,0.0142,17.5667758089,32.1304605465,0.1611775535
0.0142,0.0142,0.0142,31.8223013617,3.1241078716,0.0204608723
0.0142,0.0142,0.0142,178.1851317298,12.1512569285,0.1195732516
0.0142,0.0142,0.0142,3.5453265326,2.5576010366,66.7080577004
0.0142,0.0142,0.0142,2.9612276101,6.3596364898,648.8539971617
0.0142,0.0142,0.0142,160.9927845558,3.0607394458,5.0736735935
0.0142,0.0142,0.0142,2.5247198656,46.0805571076,0.0818966509
0.0142,0.0142,0.0142,0.9910131965,2.6669022105,11.182172906
0.0142,0.0142,0.0142,12.9250469602,19.3043293084,1.0628503851
0.0142,0.0142,0.0142,7.3203478335,1.5698993837,29.2563001607
0.0142,0.0142,0.0142,2.6119911648,2.2025674759,0.2926345978
0.0142,0.0142,0.0142,19.6656263836,1.4392542156,0.1162713134
0.0142,0.0142,0.0142,4.9128612843,19.065673037,63.3242480736
0.0142,0.0142,0.0142,47.4061949739,21.4834961753,714.4394902094
0.0142,0.0142,0.0142,4.3202053053,1.854264582,1.3319876061
0.0142,0.0142,0.0142,108.2849377672,6.5348774911,222.7000776916
0.0142,0.0142,0.0142,3.2050510354,12.0862284927,0.2452311358
0.0142,0.0142,0.0142,117.0517150378,6.9937152914,1.3704592755
0.0142,0.0142,0.0142,58.1152192081,1.8120300824,456.4307145924
0.0142,0.0142,0.0142,1.5656888262,1.0610663026,0.1162892722
0.0142,0.0142,0.0142,3.5860549795,1.6165112631,1.8395986839
0.0142,0.0142,0.0142,47.9589117778,7.7507438848,1.8354314469
0.0142,0.0142,0.0142,1.427552352,1.4864805549,119.3222569964
0.0142,0.0142,0.0142,12.1202260896,46.530890118,0.1262872167
0.0142,0.0142,0.0142,4.10381067,2.8322555992,34.0269279728
0.0142,0.0142,0.0142,30.3352521433,3.4727786347,12.769134756
0.0142,0.0142,0.0142,148.2213008378,1.4009081364,89.8599873158
0.0142,0.0142,0.0142,116.9728973494,12.2386344527,8.3832545186
0.0142,0.0142,0.0142,58.6541058525,45.9913554548,0.1704583342
0.0142,0.0142,0.0142,1.0916399762,1.0792761517,744.800354536
0.0142,0.0142,0.0142,154.8066959807,20.1525289974,2.3016444631
0.0142,0.0142,0.0142,62.7435891942,1.0745584316,0.357518501
0.0142,0.0142,0.0142,11.350526072,1.579418482,32.8737433869
0.0142,0.0142,0.0142,2.2237100367,3.027965726,14.4838797348
0.0142,0.0142,0.0142,69.1845574436,2.1309085624,0.8105437064
0.0142,0.0142,0.0142,0.8444030346,11.1106870312,25.448985054
0.0142,0.0142,0.0142,4.764812741,40.6578256465,39.9939524294
0.0142,0.0142,0.0142,1.284614304,20.7614532381,248.0662732108
0.0142,0.0142,0.0142,82.4064558239,1.9493372483,46.0342892785
0.0142,0.0142,0.0142,174.5691015174,5.5619609247,562.0176827591
0.0142,0.0142,0.0142,23.0823752759,2.4509511152,15.614085609
0.0142,0.0142,0.0142,0.5474000508,1.0026449899,3.3676462216
0.0142,0.0142,0.0142,15.9321552544,6.3567100708,3.7947844609
0.0142,0.0142,0.0142,8.6893256433,7.4286100935,183.6887933885
0.0142,0.0142,0.0142,2.0243599938,38.4476348002,63.4316238605
0.0142,0.0142,0.0142,1.5028112259,1.220976832,0.0393751267
0.0142,0.0142,0.0142,7.9656276902,47.9499668467,293.2399557422
0.0142,0.0142,0.0142,4.6442468898,1.311494239,629.128114488
0.0142,0.0142,0.0142,4.3759770432,6.1127067936,0.026423404
0.0142,0.0142,0.0142,0.8894163985,32.230581357,0.0736042245
0.0142,0.0142,0.0142,12.6089545464,19.4618380783,22.2804783656
0.0142,0.0142,0.0142,0.5594986662,4.5541630157,33.8621005053
0.0142,0.0142,0.0142,76.9029241891,8.0837509881,0.0566373454
0.0142,0.0142,0.0142,0.751911433,43.4083755128,2.1562094611
0.0142,0.0142,0.0142,0.8640185604,18.6871972192,0.0294904955
0.0142,0.0142,0.0142,0.5617360882,7.3875498472,836.1414135588
0.0142,0.0142,0.0142,12.4097001978,1.0435117173,238.4589078143
0.0142,0.0142,0.0142,30.2870238196,3.3730631116,2.0515690176
0.0142,0.0142,0.0142,0.8102098282,39.1714376112,0.7441118402
0.0142,0.0142,0.0142,116.842101207,1.7194961342,0.0763193013
0.0142,0.0142,0.0142,28.5360284214,7.7878139293,3.9008536
0.0142,0.0142,0.0142,25.5974031905,2.7009253212,5.2597496838
0.0142,0.0142,0.0142,0.5383940108,2.5836219172,1.2067735285
0.0142,0.0142,0.0142,1.2671537468,5.3799642057,26.3264211806
0.0142,0.0142,0.0142,0.5148521174,7.1862485504,14.1127724565
0.0142,0.0142,0.0142,0.9542799964,5.7721944248,0.0387230576
0.0142,0.0142,0.0142,6.4790322637,3.7544064518,2.627818178
0.0142,0.0142,0.0142,10.870175346,9.4658246479,2.541031139
0.0142,0.0142,0.0142,120.8410183059,43.2139646175,0.0234684628
0.0142,0.0142,0.0142,4.5288687593,1.0734170599,20.1167028711
0.0142,0.0142,0.0142,12.4167502321,6.3653752949,0.1121466934
0.0142,0.0142,0.0142,0.5331195174,17.407331279,127.3820920776
0.0142,0.0142,0.0142,169.0840834222,3.7736493547,3.3989980116
0.0142,0.0142,0.0142,0.5669829713,34.7240720072,0.0374831398
0.0142,0.0142,0.0142,39.5339255274,7.0666959858,962.4982315426
0.0142,0.0142,0.0142,41.0948433995,13.7306277318,336.3748671534
0.0142,0.0142,0.0142,3.4357558202,19.4186291574,0.1914122766
0.0142,0.0142,0.0142,74.5482673701,1.7558402466,0.3501337226
0.0142,0.0142,0.0142,32.7092687425,1.5946196246,548.5498723972
0.0142,0.0142,0.0142,23.2894637331,2.9291342578,1.1247532732
0.0142,0.0142,0.0142,0.5224057365,7.0425902896,0.9069077269
0.0142,0.0142,0.0142,37.0728225793,1.7208081324,0.1550116006
0.0142,0.0142,0.0142,74.3792248072,33.5421577942,492.4773138705
0.0142,0.0142,0.0142,3.5397852604,2.872539985,52.44089221
0.0142,0.0142,0.0142,37.4195613489,3.4959499064,1.0578796696
0.0142,0.0142,0.0142,3.2632630844,29.0146927312,0.0958514079
0.0142,0.0142,0.0142,28.1740163232,29.8330225139,0.0204498524
0.0142,0.0142,0.0142,59.027023744,4.8547600864,2.4024517036
0.0142,0.0142,0.0142,11.9872474232,21.3570598464,1.6121991044
0.0142,0.0142,0.0142,28.1030833282,1.9606187259,0.4825099009
0.0142,0.0142,0.0142,19.9060515617,19.8802629911,0.1487233638
0.0142,0.0142,0.0142,110.4301148979,16.5163780765,585.8287211124
0.0142,0.0142,0.0142,1.2329563245,9.7474158436,400.1141433201
0.0142,0.0142,0.0142,44.6289759231,2.1212789237,3.8414072646
0.0142,0.0142,0.0142,0.5068161383,2.2545530115,1.0433502634
0.0142,0.0142,0.0142,8.2059456978,7.2989749047,0.1138587023
0.0142,0.0142,0.0142,0.5013615504,2.3341904043,0.0282145309
0.0142,0.0142,0.0142,1.2700757026,2.258535243,0.9226026127
0.0142,0.0142,0.0142,12.5357378841,2.9568538864,0.6130007771
0.0142,0.0142,0.0142,133.168111872,11.3023001645,0.091958551
0.0142,0.0142,0.0142,76.2942802808,9.531288748,89.7804019362
0.0142,0.0142,0.0142,58.7165361236,2.5353694119,0.3017206725
0.0142,0.0142,0.0142,8.0771271379,1.0163150243,88.380995133
0.0142,0.0142,0.0142,1.2665416289,10.2993136861,183.2873677382
0.0142,0.0142,0.0142,85.1106371343,6.7287296618,2.7859465405
0.0142,0.0142,0.0142,3.8472558444,28.0242173086,6.4225243864
0.0142,0.0142,0.0142,0.534145162,21.0301676531,435.0623849654
0.0142,0.0142,0.0142,42.4965216198,44.7141372563,0.0214779601
0.0142,0.0142,0.0142,8.7278902387,14.8129445947,4.1540341734
0.0142,0.0142,0.0142,20.9095775077,17.5680525695,21.4881614011
0.0142,0.0142,0.0142,76.5573264734,7.3044581206,606.7902492704
0.0142,0.0142,0.0142,18.9040352245,9.7242898316,33.2974108136
0.0142,0.0142,0.0142,0.8896649376,27.2309357449,0.0396742466
0.0142,0.0142,0.0142,0.5359847446,6.0524819692,26.7547922784
0.0142,0.0142,0.0142,1.7918216768,38.4472992932,0.0240794377
0.0142,0.0142,0.0142,51.1270978524,9.4871775151,1.7396591969
0.0142,0.0142,0.0142,129.8114483648,4.12490303,9.2154997761
0.0142,0.0142,0.0142,79.0501084524,30.6327906116,960.0684897049
0.0142,0.0142,0.0142,29.6164023788,11.8200954898,12.2550253683
0.0142,0.0142,0.0142,163.9550602168,10.7014429687,366.676605573
0.0142,0.0142,0.0142,8.9780449858,13.4236829223,0.423516296
0.0142,0.0142,0.0142,9.6642286886,10.2190457064,762.4052850697
0.0142,0.0142,0.0142,3.3200082527,49.0125093151,8.9105374616
0.0142,0.0142,0.0142,156.6995894075,7.6383213991,0.0523099497
0.0142,0.0142,0.0142,165.7693161785,49.8959688882,0.0698533045
0.0142,0.0142,0.0142,20.7863601421,31.474972113,1109.0176835038
0.0142,0.0142,0.0142,10.8592081362,1.4138819646,0.3143352022
0.0142,0.0142,0.0142,3.8165785658,1.2929414619,55.0699750522
0.0142,0.0142,0.0142,102.0684452263,19.7125855117,2.4315362385
0.0142,0.0142,0.0142,13.4559318127,10.2848738333,770.2533379578
0.0142,0.0142,0.0142,13.454771126,2.2407470925,0.3401773373
0.0142,0.0142,0.0142,125.110722544,7.0818499844,0.7229736287
0.0142,0.0142,0.0142,38.0539407556,6.0941489209,10.7619703493
0.0142,0.0142,0.0142,8.0757736865,28.0546272231,255.766536011
0.0142,0.0142,0.0142,4.5222750324,2.6997653339,6.0119663146
0.0142,0.0142,0.0142,22.4075267316,1.7726724959,7.7267136008
0.0142,0.0142,0.0142,0.9232547627,3.1081156331,9.3901806757
0.0142,0.0142,0.0142,4.2705992078,3.3475152786,0.1909996602
0.0142,0.0142,0.0142,4.6759147575,1.0153122582,136.0861771863
0.0142,0.0142,0.0142,7.7124112014,17.2455094275,3.1951887849
0.0142,0.0142,0.0142,60.6860474459,7.139686985,45.2915930846
0.0142,0.0142,0.0142,64.1693601744,47.852239222,481.0655738664
0.0142,0.0142,0.0142,2.6647802294,4.8487457211,0.0214341534
0.0142,0.0142,0.0142,54.0619688624,1.98175079,276.7251242187
0.0142,0.0142,0.0142,2.6581027979,23.0341939265,20.212196706
0.0142,0.0142,0.0142,0.7843244742,9.4435530715,0.0721468705
0.0142,0.0142,0.0142,0.6427963352,26.7922298993,0.0271341815
0.0142,0.0142,0.0142,1.4266531253,1.6255065816,57.3305024814
0.0142,0.0142,0.0142,60.1551658489,3.2728500018,0.0864371215
0.0142,0.0142,0.0142,20.9221449453,34.3655540979,28.7392134917
0.0142,0.0142,0.0142,41.1593922543,1.2574233144,0.2670932903
0.0142,0.0142,0.0142,5.9364403469,18.0507670502,1.0804004476
0.0142,0.0142,0.0142,9.0580016573,43.0116315001,24.5864194429
0.0142,0.0142,0.0142,71.2032960972,29.6207819574,440.1088082904
0.0142,0.0142,0.0142,8.9282945152,19.9732794197,0.0399079283
0.0142,0.0142,0.0142,18.1240853572,20.2933489081,12.1267585805
0.0142,0.0142,0.0142,89.7917937546,26.5874710556,1.6190797422
0.0142,0.0142,0.0142,0.6736460894,1.779455637,41.502850784
0.0142,0.0142,0.0142,0.9810976285,1.4164352678,4.7604120688
0.0142,0.0142,0.0142,3.4182789705,3.3724695102,869.6277029729
0.0142,0.0142,0.0142,7.0231966154,14.6365695252,19.1799104888
0.0142,0.0142,0.0142,0.7119740376,2.2712926475,2.4040088743
0.0142,0.0142,0.0142,2.3844729978,12.4113963821,43.1666021048
0.0142,0.0142,0.0142,46.8933637688,1.4579415883,7.7267452621
0.0142,0.0142,0.0142,76.2675308428,1.5684274507,170.380547381
0.0142,0.0142,0.0142,0.9326001136,26.1182595133,0.0997627662
0.0142,0.0142,0.0142,3.3869658692,1.8926507899,0.0216848638
0.0142,0.0142,0.0142,0.8056580474,2.2403379637,283.9975823091
0.0142,0.0142,0.0142,5.7441662626,10.0215621023,1.7467216657
0.0142,0.0142,0.0142,74.3323562052,4.5065514681,8.5555337743
0.0142,0.0142,0.0142,5.691408134,2.0004542406,2.0864386117
0.0142,0.0142,0.0142,2.7955693677,1.0621710475,46.4918557442
0.0142,0.0142,0.0142,4.5852735757,1.0201996009,9.3391261176
0.0142,0.0142,0.0142,1.9427752293,21.8858631555,67.6907805344
0.0142,0.0142,0.0142,72.9861697705,23.366279921,0.2877077331
0.0142,0.0142,0.0142,6.1353858944,13.0481419234,0.3014000107
0.0142,0.0142,0.0142,19.2246899854,34.533272425,0.2021381794
0.0142,0.0142,0.0142,1.6885434679,11.099380386,0.117562122
0.0142,0.0142,0.0142,0.5027943609,2.5137299625,19.0090809225
0.0142,0.0142,0.0142,190.2660987357,11.7461152307,0.2487628491
0.0142,0.0142,0.0142,16.9750525612,27.4060792988,24.534002397
0.0142,0.0142,0.0142,77.4018393628,2.9372085349,1.3180836293
0.0142,0.0142,0.0142,0.5357003308,18.7636645483,0.5183039058
0.0142,0.0142,0.0142,0.823810528,2.5525765413,221.6833064239
0.0142,0.0142,0.0142,0.6847179826,1.2941407534,0.1232848886
0.0142,0.0142,0.0142,5.2533983113,11.6040130006,690.1412362385
0.0142,0.0142,0.0142,10.8574899737,5.2324051075,6.3694710549
0.0142,0.0142,0.0142,25.1942761258,23.7405129909,44.595742498
0.0142,0.0142,0.0142,1.3841514132,5.8169947447,0.031309007
0.0142,0.0142,0.0142,23.8080243024,2.1783560056,3.6895459212
0.0142,0.0142,0.0142,16.1366239449,16.1400801343,281.5345060293
0.0142,0.0142,0.0142,12.6550210184,8.8284707707,1.6010434895
0.0142,0.0142,0.0142,1.1043587239,14.5618493182,0.0335944412
0.0142,0.0142,0.0142,170.2650059386,25.3137562334,1.975466644
0.0142,0.0142,0.0142,64.425554089,28.3661542407,5.0199088132
0.0142,0.0142,0.0142,78.9340477021,9.9590766827,68.2148262464
0.0142,0.0142,0.0142,183.8534920317,17.7765126915,359.6336785161
0.0142,0.0142,0.0142,3.7442526406,1.9010917896,0.4626917663
0.0142,0.0142,0.0142,123.0165927359,1.4935032531,0.5699969466
0.0142,0.0142,0.0142,79.701047034,1.0832578274,357.0501379848
0.0142,0.0142,0.0142,21.0741997187,1.1907987684,0.0284473544
0.0142,0.0142,0.0142,0.6611712264,1.4138830325,0.1931367933
0.0142,0.0142,0.0142,19.6147238042,38.1747861588,0.0653961423
0.0142,0.0142,0.0142,11.7423982072,1.0476562148,0.0956557542
0.0142,0.0142,0.0142,3.4587303895,33.2441618025,4.0923679249
0.0142,0.0142,0.0142,10.5389005902,1.5099936046,0.1068787078
0.0142,0.0142,0.0142,101.4278629569,5.1299604546,0.305637259
0.0142,0.0142,0.0142,5.1221485703,15.6746705974,4.6275722254
0.0142,0.0142,0.0142,10.5537071327,1.210266324,13.2089232334
0.0142,0.0142,0.0142,13.3757790378,49.834257415,328.5329353
0.0142,0.0142,0.0142,16.5046531004,45.4943989594,241.936287903
0.0142,0.0142,0.0142,115.8518761654,2.9719158013,1.4597588524
0.0142,0.0142,0.0142,19.4583666876,30.6616712165,169.7497392676
0.0142,0.0142,0.0142,13.8466110901,12.0302780658,0.0498942865
0.0142,0.0142,0.0142,43.7123201765,2.9814263606,0.5107031994
0.0142,0.0142,0.0142,2.618193046,1.3354036213,1.2396322428
0.0142,0.0142,0.0142,7.7443766903,7.2804664284,31.8395031345
0.0142,0.0142,0.0142,78.3994760175,26.8992243428,0.3152104304
0.0142,0.0142,0.0142,174.5695974233,37.6036776821,0.0746921999
0.0142,0.0142,0.0142,6.926128027,5.8582311932,0.3790389096
0.0142,0.0142,0.0142,4.0700885711,2.50123246,0.1304017174
0.0142,0.0142,0.0142,0.7544508382,28.5598850391,242.5154797047
0.0142,0.0142,0.0142,1.1526450133,1.2442317602,61.1430571435
0.0142,0.0142,0.0142,10.8818057315,22.6832511398,11.6174609941
0.0142,0.0142,0.0142,65.2623031452,1.0023378093,1044.9344680704
0.0142,0.0142,0.0142,9.0152404958,1.1172045547,11.4226575152
0.0142,0.0142,0.0142,2.65710992,1.6819739084,54.5530847086
0.0142,0.0142,0.0142,0.9299436089,49.0528832538,70.3421147015
0.0142,0.0142,0.0142,0.7214407746,33.2625955358,411.2829252186
0.0142,0.0142,0.0142,36.2633899156,1.7735423814,5.691036724
0.0142,0.0142,0.0142,9.5168843347,25.9094708424,757.9217375994
0.0142,0.0142,0.0142,81.1824294452,51.1716519574,27.0062132128
0.0142,0.0142,0.0142,36.0213459477,19.3099766774,888.059348051
0.0142,0.0142,0.0142,11.4573357148,13.4096984841,11.8639230933
0.0142,0.0142,0.0142,5.4994774932,2.1077838232,574.8968882701
0.0142,0.0142,0.0142,12.0635171627,7.8667988359,5.64184173
0.0142,0.0142,0.0142,2.6819064643,6.8807284411,0.2796225886
0.0142,0.0142,0.0142,5.8779344332,37.7106716618,663.6290381735
0.0142,0.0142,0.0142,174.5167150826,1.9713100313,337.1038881063
0.0142,0.0142,0.0142,1.3995328437,19.5742594837,93.3773914006
0.0142,0.0142,0.0142,11.1326916262,1.0298044693,3.6624283313
0.0142,0.0142,0.0142,151.1476716862,5.5771416948,0.2287984415
0.0142,0.0142,0.0142,0.5031592212,1.3974086514,71.7632725378
0.0142,0.0142,0.0142,1.2434071418,19.5003703103,0.9275553936
0.0142,0.0142,0.0142,0.9683100632,43.3509361083,133.7604202372
0.0142,0.0142,0.0142,115.2480790367,13.2777776542,674.6564377495
0.0142,0.0142,0.0142,0.7248823337,2.9841789573,1.5972704916
0.0142,0.0142,0.0142,3.7492277661,2.141291794,36.4511056206
0.0142,0.0142,0.0142,128.3802709209,18.791025972,0.2904171068
0.0142,0.0142,0.0142,60.3354393835,1.0232527772,22.7250578051
0.0142,0.0142,0.0142,75.2095854952,10.1024416203,0.0269232015
0.0142,0.0142,0.0142,55.316763127,19.9824828135,0.1382995195
0.0142,0.0142,0.0142,108.8916612554,2.8259164225,0.0402690727
