Zbase,new_Z,m1,m2,initial_period_in_days
0.0142,0.0142,17.07495904379758,2.5584954183392963,15.090958862349915
0.0142,0.0142,4.814188696301728,22.674560202461535,0.35462167113880505
0.0142,0.0142,16.874395816272447,28.713074040038638,16.494637746704832
0.0142,0.0142,0.8467514270764062,1.197992245081988,4.9546680450054925
0.0142,0.0142,3.0882559031526533,16.148682093686503,0.20628495822476065
0.0142,0.0142,23.503291549901626,22.543770669633012,0.034059627221349094
0.0142,0.0142,0.7501508271461318,5.313512471620315,4.435966551707881
0.0142,0.0142,63.269336538117855,7.037540135604904,0.07925325559089817
0.0142,0.0142,0.8081490783081614,1.409415363125784,2.3977058700653586
0.0142,0.0142,0.5878727069581815,2.1679279694528075,4.185149101615736
0.0142,0.0142,2.5448742872728625,2.055027273668446,0.46076673412621794
0.0142,0.0142,52.39503001669095,29.59050841978097,6.877523826057688
0.0142,0.0142,7.512612446050256,1.6912831272434958,5.046109174275495
0.0142,0.0142,7.946215031673205,1.5171345397616784,0.8758003347049462
0.0142,0.0142,23.48415872987961,29.228315513443295,6.7469515188641696
0.0142,0.0142,0.7793748717482242,3.3927770133808743,0.12951688100654377
0.0142,0.0142,1.812005900996812,25.147137096810265,2.4567963685253527
0.0142,0.0142,71.60483214964096,3.3952312607699753,3.784981552762999
0.0142,0.0142,25.349932829823217,1.5441275231253198,9.494690103002036
0.0142,0.0142,1.5795554825088685,10.54239784919676,0.039684666132752434
0.0142,0.0142,3.6840095283601086,28.088824930825517,14.914247384526078
0.0142,0.0142,5.620892800105376,1.0953331531469312,1.0678201002010494
0.0142,0.0142,2.280781498245761,2.5737854510680194,2.291455402137362
0.0142,0.0142,5.894615974259627,1.2664247040892258,2.334451191574021
0.0142,0.0142,1.279154773172868,3.1918888728831907,0.3308186927688383
0.0142,0.0142,31.482472436230864,2.752772678929145,0.05243875398188357
0.0142,0.0142,0.9529549768904294,3.8960631347697405,0.027995180320024123
0.0142,0.0142,1.340125857567861,5.301848719742109,5.879032964415432
0.0142,0.0142,21.111169374876823,11.83765790206149,18.806211570959885
0.0142,0.0142,45.88555415916517,12.442886290340178,0.022234931986210668
0.0142,0.0142,0.9744360877770056,3.6593894682599792,0.10404050899936226
0.0142,0.0142,8.904077705295563,5.083582921347445,1.0458174153916164
0.0142,0.0142,2.8660060179012863,7.219386705551275,0.1322619650172612
0.0142,0.0142,1.507966713283495,11.065867732075302,0.034318886972628956
0.0142,0.0142,2.844947682946333,4.69851924329678,0.827660380408403
0.0142,0.0142,60.2335600173664,3.1508596050576867,4.356361968651471
0.0142,0.0142,1.9828554745653988,8.225858797675528,0.36075918043993155
0.0142,0.0142,9.906771166885493,18.654296677054088,12.625600654854829
0.0142,0.0142,46.17591568582956,1.531098709045708,0.03369061380346119
0.0142,0.0142,1.9578641822479053,4.2688268041498025,0.6749551377467662
0.0142,0.0142,4.556442696744955,2.9653993643472414,0.2349634559230732
0.0142,0.0142,11.646655040267845,12.372175578191978,0.31132512308264293
0.0142,0.0142,3.0434664498621133,18.268115913472936,2.0533737761526245
0.0142,0.0142,8.463436570509183,9.337107839250452,3.2942403156554287
0.0142,0.0142,2.4565984946566295,5.002456533350598,0.18148114342243185
0.0142,0.0142,0.636731319616927,1.6970099235078202,8.917629958123516
0.0142,0.0142,3.0768813955220544,4.344782807790492,0.02945214353769567
0.0142,0.0142,37.847884490290554,6.992732627155028,0.07500881064455858
0.0142,0.0142,13.63998896842888,9.478406196489557,1.36706633078811
0.0142,0.0142,32.18703470869777,25.093105297066497,0.1575232233117215
0.0142,0.0142,37.3096588785974,1.8022364911091748,4.966653900467726
0.0142,0.0142,10.454063160003125,16.898032344650815,0.09511174241727638
0.0142,0.0142,2.8917426490582887,21.330670428487714,0.5611555685092512
0.0142,0.0142,57.82604130074823,22.123617760868267,0.5066742796542283
0.0142,0.0142,0.7916744656392729,3.8838408249703464,1.3197810748945171
0.0142,0.0142,7.714159834528821,10.430108952848848,1.9851315595077292
0.0142,0.0142,0.6670396207866404,2.7798143873636483,9.173262898697535
0.0142,0.0142,18.254295559015606,1.5644157589564818,0.02787332137038087
0.0142,0.0142,36.616383323380255,1.0224569740942777,1.7553688073820881
0.0142,0.0142,0.5023019603278763,2.2491996381792143,17.709498525166154
0.0142,0.0142,4.356934704770191,3.6144167612804856,0.2364874901449836
0.0142,0.0142,11.79652406336352,1.863620408649201,0.16376023146157373
0.0142,0.0142,45.03821791626086,6.123076617847496,0.03053610277106187
0.0142,0.0142,0.9164504242533553,13.432314358356546,5.717162762343938
0.0142,0.0142,2.622711526293449,19.253346551347548,0.11219466690034816
0.0142,0.0142,0.9273738165661164,11.962163796822837,0.12547600115129334
0.0142,0.0142,1.7389183873045388,2.0346091908416453,3.1863015056493014
0.0142,0.0142,0.5264599875454372,8.626887543326198,11.662464819150742
0.0142,0.0142,4.155858171084404,7.078234910761038,18.960783430422392
0.0142,0.0142,1.5139584304767377,1.4380163666548342,0.636510767893502
0.0142,0.0142,1.3420276441281647,11.7154841328643,9.230822489116257
0.0142,0.0142,1.9829409934151307,4.183331238273621,0.053772724397036745
0.0142,0.0142,1.0571535829733931,3.060188669365534,0.2956084265900131
0.0142,0.0142,7.988950873490646,1.376046238344714,19.99521318156101
0.0142,0.0142,2.1308147440627203,2.643127191486802,0.10851689697406405
0.0142,0.0142,3.6588329257457937,10.700823999836745,0.5446521144975852
0.0142,0.0142,0.6348726102220729,2.189131299401063,11.998855087566412
0.0142,0.0142,1.488251597948775,2.004019118677538,3.7611704866724236
0.0142,0.0142,1.6690087346864861,8.603607771839446,0.026929926117386774
0.0142,0.0142,0.6743346456405492,12.570510546633786,9.224744031356112
0.0142,0.0142,12.115359779752197,4.469424626459337,1.931812353875691
